[Timex Trainer Data File]
[session data]
version=1.2_mm/dd/yyyy
Sessiondate=1/6/2005 12:03:12
sportName=Running
sportID=3
distanceunit=mi
avgspeedunit=0
maxspeedunit=0
avgpaceunits=0
maxpaceunits=0
distance=3.75
duration=1937
description=Sample workout - run around Timex neighborhood^^   speed/distance/position/altitude
sessionType=5
maxHR=0
maxSpeed=9.8
avgHR=0
avgSpeed=6.99
fromDataRecorder=True
TimeZone1=0
TimeZone2=0
TimeZone3=0
TimeZone4=0
TimeZone5=0

[recorded]
duration(s),hr,speed(mph),distance(mi),data_flag,longitude,latitude,altitude,acqstatus,trueheading,magheading
"1228.08","0","7.9","2.459","2","-73.15004","41.52562","825","3","252","268"
"1231.65","0","7.2","2.467","2","-73.15022","41.5256","819","3","250","266"
"1235.22","0","7.3","2.474","2","-73.15034","41.52557","814","3","254","268"
"1238.79","0","7.2","2.48","2","-73.15045","41.52555","814","3","256","270"
"1242.36","0","6.4","2.485","2","-73.15056","41.52553","811","3","256","270"
"1245.93","0","5.9","2.49","2","-73.15064","41.52549","808","3","250","264"
"1249.5","0","8.5","2.501","2","-73.15067","41.52534","797","3","178","192"
"1253.07","0","8.5","2.51","2","-73.15069","41.52523","796","3","166","180"
"1256.64","0","7.6","2.519","2","-73.15064","41.5251","789","3","158","172"
"1260.21","0","8.1","2.529","2","-73.15056","41.52493","784","3","158","172"
"1263.78","0","8.2","2.539","2","-73.15043","41.52485","779","3","156","170"
"1267.35","0","6.8","2.545","2","-73.15036","41.52478","776","3","152","166"
"1270.92","0","7.1","2.551","2","-73.15038","41.52469","781","3","154","168"
"1274.49","0","7.6","2.56","2","-73.15034","41.52457","790","3","162","176"
"1278.06","0","8","2.569","2","-73.15025","41.52448","789","3","160","174"
"1281.63","0","6.8","2.577","2","-73.15015","41.52437","782","3","156","170"
"1285.2","0","8.1","2.585","2","-73.15017","41.52424","788","3","162","176"
"1288.77","0","7.5","2.592","2","-73.15015","41.52416","789","3","160","174"
"1292.34","0","7.1","2.6","2","-73.15009","41.52405","785","3","152","166"
"1295.91","0","6.5","2.607","2","-73.14998","41.52399","781","3","154","168"
"1299.48","0","6.7","2.615","2","-73.14989","41.52388","772","3","154","168"
"1303.05","0","6.3","2.623","2","-73.14991","41.52379","767","3","154","168"
"1306.62","0","7.4","2.63","2","-73.14989","41.52366","776","3","156","170"
"1310.19","0","7.4","2.636","2","-73.14983","41.5236","776","3","154","168"
"1313.76","0","7.5","2.643","2","-73.14978","41.52354","773","3","156","170"
"1317.33","0","6.8","2.649","2","-73.14972","41.52343","765","3","152","166"
"1320.9","0","6.9","2.657","2","-73.14967","41.52334","762","3","154","168"
"1324.47","0","7.4","2.665","2","-73.14959","41.52324","755","3","158","172"
"1328.04","0","7.9","2.673","2","-73.14955","41.52315","753","3","158","172"
"1331.61","0","7.6","2.679","2","-73.14953","41.52304","757","3","162","176"
"1335.18","0","6.1","2.684","2","-73.14948","41.52296","748","3","158","172"
"1338.75","0","6.3","2.69","2","-73.14946","41.52287","748","3","170","184"
"1342.32","0","7.1","2.697","2","-73.14944","41.52279","750","3","162","176"
"1345.89","0","7","2.704","2","-73.14942","41.5227","748","3","162","176"
"1349.46","0","3.8","2.709","2","-73.14935","41.52259","743","3","162","176"
"1353.03","0","3.8","2.713","2","-73.14931","41.52255","743","3","164","178"
"1356.6","0","3","2.715","2","-73.14929","41.52253","742","3","160","174"
"1360.17","0","3.8","2.718","2","-73.14929","41.52246","746","3","172","186"
"1363.74","0","4.1","2.722","2","-73.14927","41.52242","747","3","172","186"
"1367.31","0","4.9","2.727","2","-73.14925","41.52235","741","3","172","186"
"1370.88","0","7.2","2.734","2","-73.14922","41.52227","742","3","176","190"
"1374.45","0","7.8","2.74","2","-73.14922","41.52218","747","3","178","192"
"1378.02","0","7.4","2.747","2","-73.14922","41.5221","749","3","178","192"
"1381.59","0","7.6","2.755","2","-73.14921","41.52197","741","3","180","194"
"1385.16","0","7.3","2.761","2","-73.14921","41.52186","740","3","180","194"
"1388.73","0","7.1","2.767","2","-73.14922","41.5218","744","3","184","198"
"1392.3","0","7.3","2.775","2","-73.14925","41.52167","741","3","178","194"
"1395.87","0","7.5","2.783","2","-73.14922","41.52158","736","3","182","196"
"1399.44","0","7.1","2.79","2","-73.14921","41.52145","734","3","178","192"
"1403.01","0","7.2","2.797","2","-73.14921","41.52137","733","3","178","192"
"1406.58","0","6.3","2.802","2","-73.14921","41.52131","738","3","178","192"
"1410.15","0","7.2","2.807","2","-73.14919","41.52124","746","3","176","190"
"1413.72","0","6.9","2.815","2","-73.14914","41.52111","737","3","172","186"
"1417.29","0","6.2","2.823","2","-73.14914","41.52098","724","3","176","190"
"1420.86","0","6.2","2.831","2","-73.14912","41.52087","712","3","174","188"
"1424.43","0","7.1","2.839","2","-73.14912","41.52077","704","3","176","190"
"1428","0","7.2","2.845","2","-73.14914","41.52068","708","3","182","196"
"1431.57","0","7.8","2.853","2","-73.14916","41.52057","710","3","182","198"
"1435.14","0","8.3","2.861","2","-73.14919","41.52047","713","3","180","194"
"1438.71","0","6.3","2.869","2","-73.14919","41.52034","704","3","174","190"
"1442.28","0","6.9","2.877","2","-73.14912","41.52021","698","3","172","186"
"1445.85","0","7.2","2.884","2","-73.14906","41.52016","704","3","176","190"
"1449.42","0","5.9","2.889","2","-73.14899","41.52008","702","3","178","192"
"1452.99","0","7","2.897","2","-73.14901","41.51997","694","3","178","192"
"1456.56","0","6.3","2.906","2","-73.14908","41.51984","683","3","178","192"
"1460.13","0","5.9","2.913","2","-73.14908","41.51976","681","3","176","190"
"1463.7","0","7.3","2.92","2","-73.14906","41.51965","684","3","178","192"
"1467.27","0","6.9","2.926","2","-73.14903","41.51957","684","3","176","190"
"1470.84","0","6.1","2.934","2","-73.14903","41.51946","669","3","178","192"
"1474.41","0","6.1","2.944","2","-73.14901","41.51931","656","3","174","190"
"1477.98","0","6.2","2.95","2","-73.14901","41.51922","655","3","176","190"
"1481.55","0","6.8","2.954","2","-73.14901","41.51916","660","3","178","194"
"1485.12","0","6.2","2.96","2","-73.14899","41.51909","662","3","180","194"
"1488.69","0","6.6","2.969","2","-73.14901","41.51894","659","3","178","192"
"1492.26","0","5.9","2.977","2","-73.14906","41.51881","650","3","168","182"
"1495.83","0","6.4","2.984","2","-73.14906","41.51873","652","3","176","190"
"1499.4","0","5.4","2.99","2","-73.14899","41.51864","646","3","166","180"
"1502.97","0","4.8","2.995","2","-73.14895","41.51858","642","3","160","174"
"1506.54","0","6.8","3.004","2","-73.14895","41.51845","636","3","172","186"
"1510.11","0","6.1","3.01","2","-73.14897","41.51839","634","3","178","192"
"1513.68","0","6.7","3.016","2","-73.14897","41.51828","631","3","172","186"
"1517.25","0","5.8","3.023","2","-73.14893","41.51817","623","3","170","184"
"1520.82","0","5.8","3.03","2","-73.1489","41.51809","622","3","174","188"
"1524.39","0","5.7","3.037","2","-73.1489","41.51798","621","3","176","190"
"1527.96","0","5.9","3.043","2","-73.14893","41.51791","623","3","176","190"
"1531.53","0","6.3","3.051","2","-73.1489","41.51778","619","3","174","188"
"1535.1","0","5.4","3.058","2","-73.14888","41.5177","612","3","178","192"
"1538.67","0","5.3","3.065","2","-73.14888","41.5177","610","3","178","192"
"1542.24","0","5.1","3.072","2","-73.14888","41.51748","608","3","174","188"
"1545.81","0","5.5","3.079","2","-73.14888","41.5174","603","3","174","188"
"1549.38","0","6.4","3.088","2","-73.14888","41.51725","605","3","176","190"
"1552.95","0","6.2","3.094","2","-73.14886","41.51719","609","3","168","182"
"1556.52","0","6","3.1","2","-73.14886","41.51708","613","3","166","182"
"1560.09","0","4.1","3.105","2","-73.14882","41.51701","613","3","160","174"
"1563.66","0","2.9","3.111","2","-73.14874","41.51693","608","3","148","162"
"1567.23","0","3.2","3.116","2","-73.14869","41.51686","608","3","156","170"
"1570.8","0","3.9","3.12","2","-73.14867","41.51682","615","3","152","166"
"1574.37","0","3","3.122","2","-73.14863","41.5168","618","3","150","164"
"1577.94","0","4.3","3.128","2","-73.14858","41.51674","618","3","140","154"
"1581.51","0","6.7","3.136","2","-73.14848","41.51665","617","3","136","150"
"1585.08","0","6.3","3.142","2","-73.14839","41.51658","617","3","130","144"
"1588.65","0","7.2","3.149","2","-73.14828","41.51654","621","3","126","140"
"1592.22","0","6.4","3.156","2","-73.14816","41.51648","628","3","124","138"
"1595.79","0","6.4","3.163","2","-73.14806","41.51643","628","3","124","138"
"1599.36","0","6.4","3.169","2","-73.14806","41.51643","630","3","124","138"
"1602.93","0","6.5","3.176","2","-73.14783","41.51635","632","3","120","134"
"1606.5","0","6.7","3.183","2","-73.14772","41.51628","635","3","126","140"
"1610.07","0","6.6","3.19","2","-73.14764","41.51624","634","3","130","144"
"1613.64","0","6.4","3.196","2","-73.14753","41.51616","627","3","124","138"
"1617.21","0","5.9","3.202","2","-73.14742","41.51611","624","3","128","142"
"1620.78","0","6.9","3.209","2","-73.14734","41.51605","625","3","132","146"
"1624.35","0","7.4","3.216","2","-73.14725","41.51594","621","3","138","152"
"1627.92","0","6.1","3.223","2","-73.14721","41.51588","613","3","140","154"
"1631.49","0","6.4","3.23","2","-73.14713","41.51579","614","3","150","164"
"1635.06","0","5.8","3.235","2","-73.14708","41.51572","618","3","154","168"
"1638.63","0","6.3","3.242","2","-73.14702","41.51564","618","3","156","170"
"1642.2","0","6.1","3.249","2","-73.14697","41.51553","614","3","156","170"
"1645.77","0","6","3.255","2","-73.14691","41.51547","607","3","152","168"
"1649.34","0","6.2","3.262","2","-73.14684","41.51538","606","3","152","166"
"1652.91","0","6.5","3.268","2","-73.1468","41.5153","605","3","158","172"
"1656.48","0","6.1","3.275","2","-73.14674","41.51521","605","3","152","166"
"1660.05","0","6.5","3.282","2","-73.14668","41.51514","604","3","152","166"
"1663.62","0","6.8","3.289","2","-73.14661","41.51504","599","3","150","164"
"1667.19","0","6.6","3.296","2","-73.14655","41.51493","590","3","144","158"
"1670.76","0","5.8","3.302","2","-73.1465","41.51487","586","3","146","160"
"1674.33","0","6.4","3.31","2","-73.14645","41.51474","573","3","150","164"
"1677.9","0","6.2","3.318","2","-73.14639","41.51465","573","3","154","168"
"1681.47","0","6.2","3.325","2","-73.14631","41.51456","566","3","146","160"
"1685.04","0","7.3","3.332","2","-73.14626","41.51448","570","3","154","168"
"1688.61","0","7.1","3.339","2","-73.1462","41.51437","570","3","152","166"
"1692.18","0","5.7","3.347","2","-73.14616","41.51427","569","3","152","166"
"1695.75","0","5.4","3.352","2","-73.1461","41.5142","566","3","152","166"
"1699.32","0","5.1","3.358","2","-73.14603","41.51414","562","3","148","162"
"1702.89","0","6.4","3.365","2","-73.146","41.51405","560","3","160","174"
"1706.46","0","6.1","3.372","2","-73.14599","41.51392","557","3","162","176"
"1710.03","0","5.7","3.379","2","-73.14597","41.51386","560","3","164","178"
"1713.6","0","6.4","3.385","2","-73.14594","41.51377","564","3","168","182"
"1717.17","0","6.4","3.392","2","-73.1459","41.51364","561","3","168","182"
"1720.74","0","7","3.401","2","-73.14588","41.51353","563","3","168","182"
"1724.31","0","5.7","3.408","2","-73.14584","41.51343","560","3","160","174"
"1727.88","0","6.6","3.414","2","-73.14581","41.51336","561","3","166","180"
"1731.45","0","6.3","3.419","2","-73.14575","41.51328","568","3","164","180"
"1735.02","0","6.5","3.425","2","-73.14573","41.51321","570","3","164","178"
"1738.59","0","7.2","3.434","2","-73.14571","41.51308","563","3","168","182"
"1742.16","0","7","3.44","2","-73.14571","41.51308","566","3","168","182"
"1745.73","0","6.8","3.447","2","-73.14571","41.51308","569","3","168","182"
"1749.3","0","6.6","3.454","2","-73.14565","41.51278","573","3","170","186"
"1752.87","0","7","3.461","2","-73.1456","41.51272","575","3","168","182"
"1756.44","0","7.2","3.47","2","-73.14558","41.51259","572","3","166","180"
"1760.01","0","6.2","3.476","2","-73.14555","41.5125","574","3","166","180"
"1763.58","0","6.9","3.483","2","-73.14552","41.5124","573","3","162","176"
"1767.15","0","6.7","3.49","2","-73.14547","41.51229","579","3","164","178"
"1770.72","0","7.5","3.498","2","-73.14542","41.51221","583","3","164","178"
"1774.29","0","7.2","3.505","2","-73.14539","41.5121","585","3","158","172"
"1777.86","0","7.2","3.505","2","-73.14539","41.5121","585","3","158","172"
"1781.43","0","7","3.518","2","-73.1453","41.51193","591","3","158","172"
"1785","0","6.9","3.524","2","-73.14528","41.51186","595","3","166","180"
"1788.57","0","7.4","3.53","2","-73.14534","41.51178","600","3","208","222"
"1792.14","0","7.6","3.536","2","-73.14541","41.51173","606","3","232","246"
"1795.71","0","6.8","3.54","2","-73.14552","41.51171","607","3","252","266"
"1799.28","0","7.3","3.547","2","-73.14565","41.51165","613","3","248","262"
"1802.85","0","7.2","3.554","2","-73.14575","41.51163","618","3","252","266"
"1806.42","0","7.1","3.562","2","-73.14592","41.5116","624","3","250","264"
"1809.99","0","7.2","3.569","2","-73.14603","41.51156","622","3","252","266"
"1813.56","0","6.8","3.574","2","-73.14613","41.51154","627","3","248","262"
"1817.13","0","7.2","3.58","2","-73.14622","41.51152","632","3","248","262"
"1820.7","0","7","3.587","2","-73.14637","41.51147","642","3","252","266"
"1824.27","0","7","3.593","2","-73.1465","41.51146","640","3","250","264"
"1827.84","0","7.1","3.6","2","-73.14658","41.51141","640","3","250","264"
"1831.41","0","6.7","3.606","2","-73.14674","41.51139","646","3","254","268"
"1834.98","0","6.2","3.612","2","-73.14682","41.51139","652","3","258","272"
"1838.55","0","6.3","3.618","2","-73.14695","41.51137","662","3","262","276"
"1842.12","0","3.4","3.62","2","-73.14702","41.51137","663","3","260","274"
"1845.69","0","3.8","3.624","2","-73.1471","41.51135","668","3","258","272"
"1849.26","0","3","3.626","2","-73.14715","41.51135","665","3","270","284"
"1852.83","0","2.9","3.629","2","-73.14719","41.51135","666","3","270","286"
"1856.4","0","3.1","3.632","2","-73.14727","41.51135","682","3","272","286"
"1859.97","0","3.5","3.637","2","-73.14734","41.51137","686","3","276","290"
"1863.54","0","4.5","3.641","2","-73.1474","41.51137","684","3","274","288"
"1867.11","0","5.2","3.645","2","-73.14747","41.51139","683","3","280","296"
"1870.68","0","5.6","3.651","2","-73.14758","41.51146","689","3","292","308"
"1874.25","0","6.9","3.659","2","-73.14772","41.5115","698","3","296","310"
"1877.82","0","6.8","3.665","2","-73.14781","41.51154","706","3","296","310"
"1881.39","0","6.1","3.67","2","-73.1479","41.5116","712","3","298","312"
"1884.96","0","6.3","3.677","2","-73.14796","41.51165","716","3","294","308"
"1888.53","0","6.3","3.684","2","-73.14811","41.51171","722","3","298","312"
"1892.1","0","6.2","3.69","2","-73.14818","41.51175","724","3","320","334"
"1895.67","0","4.8","3.694","2","-73.14818","41.51182","722","3","338","352"
"1899.24","0","4.6","3.698","2","-73.14822","41.51188","720","3","326","340"
"1902.81","0","4.8","3.704","2","-73.14826","41.51195","721","3","324","338"
"1906.38","0","6","3.711","2","-73.14835","41.51204","724","3","334","348"
"1909.95","0","5.8","3.717","2","-73.14837","41.5121","729","3","340","354"
"1913.52","0","5.2","3.722","2","-73.14837","41.51218","730","3","344","358"
"1917.09","0","4.9","3.726","2","-73.14837","41.51225","734","3","348","2"
"1920.66","0","5.1","3.732","2","-73.14837","41.51233","739","3","2","16"
"1924.23","0","5.5","3.738","2","-73.14837","41.51233","748","3","2","16"
"1927.8","0","5.9","3.744","2","-73.14835","41.5125","758","3","2","16"
"1931.37","0","6.7","3.75","2","-73.14841","41.51259","761","3","344","358"
