[Timex Trainer Data File]
[session data]
version=1.2_mm/dd/yyyy
Sessiondate=1/7/2005 12:00:43
sportName=Running
sportID=3
distanceunit=mi
avgspeedunit=0
maxspeedunit=0
avgpaceunits=0
maxpaceunits=0
distance=3.999
duration=2677
description=Sample workout - a run near Timex building^^speed/distance/position/altitude PLUS Heart Rate
sessionType=20
maxHR=192
maxSpeed=7.8
avgHR=169
avgSpeed=5.4
fromDataRecorder=True
TimeZone1=60
TimeZone2=120
TimeZone3=60
TimeZone4=240
TimeZone5=2160

[recorded]
duration(s),hr,speed(mph),distance(mi),data_flag,longitude,latitude,altitude,acqstatus,trueheading,magheading
"1002","167","0","0","0","0","0","0","0","0","0"
"1004","170","0","0","0","0","0","0","0","0","0"
"1006","170","0","0","0","0","0","0","0","0","0"
"1008","169","0","0","0","0","0","0","0","0","0"
"1010","169","0","0","0","0","0","0","0","0","0"
"1012","169","0","0","0","0","0","0","0","0","0"
"1014","170","0","0","0","0","0","0","0","0","0"
"1016","170","0","0","0","0","0","0","0","0","0"
"1018","170","0","0","0","0","0","0","0","0","0"
"1020","172","0","0","0","0","0","0","0","0","0"
"1022","172","0","0","0","0","0","0","0","0","0"
"1024","172","0","0","0","0","0","0","0","0","0"
"1026","169","0","0","0","0","0","0","0","0","0"
"1028","169","0","0","0","0","0","0","0","0","0"
"1030","168","0","0","0","0","0","0","0","0","0"
"1032","167","0","0","0","0","0","0","0","0","0"
"1034","166","0","0","0","0","0","0","0","0","0"
"1036","166","0","0","0","0","0","0","0","0","0"
"1038","164","0","0","0","0","0","0","0","0","0"
"1040","164","0","0","0","0","0","0","0","0","0"
"1042","166","0","0","0","0","0","0","0","0","0"
"1044","166","0","0","0","0","0","0","0","0","0"
"1046","167","0","0","0","0","0","0","0","0","0"
"1048","167","0","0","0","0","0","0","0","0","0"
"1050","169","0","0","0","0","0","0","0","0","0"
"1052","167","0","0","0","0","0","0","0","0","0"
"1054","167","0","0","0","0","0","0","0","0","0"
"1056","167","0","0","0","0","0","0","0","0","0"
"1058","167","0","0","0","0","0","0","0","0","0"
"1060","169","0","0","0","0","0","0","0","0","0"
"1062","167","0","0","0","0","0","0","0","0","0"
"1064","167","0","0","0","0","0","0","0","0","0"
"1066","167","0","0","0","0","0","0","0","0","0"
"1068","167","0","0","0","0","0","0","0","0","0"
"1070","167","0","0","0","0","0","0","0","0","0"
"1072","167","0","0","0","0","0","0","0","0","0"
"1074","167","0","0","0","0","0","0","0","0","0"
"1076","167","0","0","0","0","0","0","0","0","0"
"1078","167","0","0","0","0","0","0","0","0","0"
"1080","167","0","0","0","0","0","0","0","0","0"
"1082","167","0","0","0","0","0","0","0","0","0"
"1084","167","0","0","0","0","0","0","0","0","0"
"1086","167","0","0","0","0","0","0","0","0","0"
"1088","167","0","0","0","0","0","0","0","0","0"
"1090","165","0","0","0","0","0","0","0","0","0"
"1092","165","0","0","0","0","0","0","0","0","0"
"1094","165","0","0","0","0","0","0","0","0","0"
"1096","164","0","0","0","0","0","0","0","0","0"
"1098","164","0","0","0","0","0","0","0","0","0"
"1100","164","0","0","0","0","0","0","0","0","0"
"1102","164","0","0","0","0","0","0","0","0","0"
"1104","165","0","0","0","0","0","0","0","0","0"
"1106","164","0","0","0","0","0","0","0","0","0"
"1108","163","0","0","0","0","0","0","0","0","0"
"1110","163","0","0","0","0","0","0","0","0","0"
"1112","164","0","0","0","0","0","0","0","0","0"
"1114","164","0","0","0","0","0","0","0","0","0"
"1116","163","0","0","0","0","0","0","0","0","0"
"1118","163","0","0","0","0","0","0","0","0","0"
"1120","163","0","0","0","0","0","0","0","0","0"
"1122","163","0","0","0","0","0","0","0","0","0"
"1124","163","0","0","0","0","0","0","0","0","0"
"1126","166","0","0","0","0","0","0","0","0","0"
"1128","166","0","0","0","0","0","0","0","0","0"
"1130","166","0","0","0","0","0","0","0","0","0"
"1132","164","0","0","0","0","0","0","0","0","0"
"1134","164","0","0","0","0","0","0","0","0","0"
"1136","164","0","0","0","0","0","0","0","0","0"
"1138","164","0","0","0","0","0","0","0","0","0"
"1140","165","0","0","0","0","0","0","0","0","0"
"1142","164","0","0","0","0","0","0","0","0","0"
"1144","165","0","0","0","0","0","0","0","0","0"
"1146","166","0","0","0","0","0","0","0","0","0"
"1148","166","0","0","0","0","0","0","0","0","0"
"1150","166","0","0","0","0","0","0","0","0","0"
"1152","166","0","0","0","0","0","0","0","0","0"
"1154","166","0","0","0","0","0","0","0","0","0"
"1156","166","0","0","0","0","0","0","0","0","0"
"1158","169","0","0","0","0","0","0","0","0","0"
"1160","169","0","0","0","0","0","0","0","0","0"
"1162","169","0","0","0","0","0","0","0","0","0"
"1164","169","0","0","0","0","0","0","0","0","0"
"1166","169","0","0","0","0","0","0","0","0","0"
"1168","169","0","0","0","0","0","0","0","0","0"
"1170","169","0","0","0","0","0","0","0","0","0"
"1172","169","0","0","0","0","0","0","0","0","0"
"1174","169","0","0","0","0","0","0","0","0","0"
"1176","169","0","0","0","0","0","0","0","0","0"
"1178","169","0","0","0","0","0","0","0","0","0"
"1180","172","0","0","0","0","0","0","0","0","0"
"1182","172","0","0","0","0","0","0","0","0","0"
"1184","172","0","0","0","0","0","0","0","0","0"
"1186","172","0","0","0","0","0","0","0","0","0"
"1188","172","0","0","0","0","0","0","0","0","0"
"1190","172","0","0","0","0","0","0","0","0","0"
"1192","172","0","0","0","0","0","0","0","0","0"
"1194","172","0","0","0","0","0","0","0","0","0"
"1196","172","0","0","0","0","0","0","0","0","0"
"1198","172","0","0","0","0","0","0","0","0","0"
"1200","172","0","0","0","0","0","0","0","0","0"
"1202","172","0","0","0","0","0","0","0","0","0"
"1204","173","0","0","0","0","0","0","0","0","0"
"1206","174","0","0","0","0","0","0","0","0","0"
"1208","174","0","0","0","0","0","0","0","0","0"
"1210","173","0","0","0","0","0","0","0","0","0"
"1212","173","0","0","0","0","0","0","0","0","0"
"1214","174","0","0","0","0","0","0","0","0","0"
"1216","174","0","0","0","0","0","0","0","0","0"
"1218","174","0","0","0","0","0","0","0","0","0"
"1220","176","0","0","0","0","0","0","0","0","0"
"1222","177","0","0","0","0","0","0","0","0","0"
"1224","177","0","0","0","0","0","0","0","0","0"
"1226","177","0","0","0","0","0","0","0","0","0"
"1228","177","0","0","0","0","0","0","0","0","0"
"1230","177","0","0","0","0","0","0","0","0","0"
"1232","177","0","0","0","0","0","0","0","0","0"
"1234","177","0","0","0","0","0","0","0","0","0"
"1236","177","0","0","0","0","0","0","0","0","0"
"1238","176","0","0","0","0","0","0","0","0","0"
"1240","176","0","0","0","0","0","0","0","0","0"
"1242","176","0","0","0","0","0","0","0","0","0"
"1244","176","0","0","0","0","0","0","0","0","0"
"1246","174","0","0","0","0","0","0","0","0","0"
"1248","175","0","0","0","0","0","0","0","0","0"
"1250","176","0","0","0","0","0","0","0","0","0"
"1252","176","0","0","0","0","0","0","0","0","0"
"1254","176","0","0","0","0","0","0","0","0","0"
"1256","176","0","0","0","0","0","0","0","0","0"
"1258","177","0","0","0","0","0","0","0","0","0"
"1260","177","0","0","0","0","0","0","0","0","0"
"1262","179","0","0","0","0","0","0","0","0","0"
"1264","179","0","0","0","0","0","0","0","0","0"
"1266","179","0","0","0","0","0","0","0","0","0"
"1268","179","0","0","0","0","0","0","0","0","0"
"1270","179","0","0","0","0","0","0","0","0","0"
"1272","179","0","0","0","0","0","0","0","0","0"
"1274","179","0","0","0","0","0","0","0","0","0"
"1276","179","0","0","0","0","0","0","0","0","0"
"1278","179","0","0","0","0","0","0","0","0","0"
"1280","179","0","0","0","0","0","0","0","0","0"
"1282","179","0","0","0","0","0","0","0","0","0"
"1284","179","0","0","0","0","0","0","0","0","0"
"1286","179","0","0","0","0","0","0","0","0","0"
"1288","179","0","0","0","0","0","0","0","0","0"
"1290","179","0","0","0","0","0","0","0","0","0"
"1292","179","0","0","0","0","0","0","0","0","0"
"1294","179","0","0","0","0","0","0","0","0","0"
"1296","179","0","0","0","0","0","0","0","0","0"
"1298","179","0","0","0","0","0","0","0","0","0"
"1300","179","0","0","0","0","0","0","0","0","0"
"1302","179","0","0","0","0","0","0","0","0","0"
"1304","177","0","0","0","0","0","0","0","0","0"
"1306","177","0","0","0","0","0","0","0","0","0"
"1308","177","0","0","0","0","0","0","0","0","0"
"1310","177","0","0","0","0","0","0","0","0","0"
"1312","177","0","0","0","0","0","0","0","0","0"
"1314","177","0","0","0","0","0","0","0","0","0"
"1316","177","0","0","0","0","0","0","0","0","0"
"1318","177","0","0","0","0","0","0","0","0","0"
"1320","176","0","0","0","0","0","0","0","0","0"
"1322","177","0","0","0","0","0","0","0","0","0"
"1324","177","0","0","0","0","0","0","0","0","0"
"1326","179","0","0","0","0","0","0","0","0","0"
"1328","179","0","0","0","0","0","0","0","0","0"
"1330","179","0","0","0","0","0","0","0","0","0"
"1332","179","0","0","0","0","0","0","0","0","0"
"1334","179","0","0","0","0","0","0","0","0","0"
"1336","179","0","0","0","0","0","0","0","0","0"
"1338","179","0","0","0","0","0","0","0","0","0"
"1340","179","0","0","0","0","0","0","0","0","0"
"1342","177","0","0","0","0","0","0","0","0","0"
"1344","177","0","0","0","0","0","0","0","0","0"
"1346","177","0","0","0","0","0","0","0","0","0"
"1348","177","0","0","0","0","0","0","0","0","0"
"1350","177","0","0","0","0","0","0","0","0","0"
"1352","177","0","0","0","0","0","0","0","0","0"
"1354","177","0","0","0","0","0","0","0","0","0"
"1356","177","0","0","0","0","0","0","0","0","0"
"1358","177","0","0","0","0","0","0","0","0","0"
"1360","177","0","0","0","0","0","0","0","0","0"
"1362","179","0","0","0","0","0","0","0","0","0"
"1364","179","0","0","0","0","0","0","0","0","0"
"1366","180","0","0","0","0","0","0","0","0","0"
"1368","181","0","0","0","0","0","0","0","0","0"
"1370","181","0","0","0","0","0","0","0","0","0"
"1372","181","0","0","0","0","0","0","0","0","0"
"1374","181","0","0","0","0","0","0","0","0","0"
"1376","181","0","0","0","0","0","0","0","0","0"
"1378","181","0","0","0","0","0","0","0","0","0"
"1380","181","0","0","0","0","0","0","0","0","0"
"1382","181","0","0","0","0","0","0","0","0","0"
"1384","179","0","0","0","0","0","0","0","0","0"
"1386","176","0","0","0","0","0","0","0","0","0"
"1388","176","0","0","0","0","0","0","0","0","0"
"1390","177","0","0","0","0","0","0","0","0","0"
"1392","177","0","0","0","0","0","0","0","0","0"
"1394","177","0","0","0","0","0","0","0","0","0"
"1396","177","0","0","0","0","0","0","0","0","0"
"1398","177","0","0","0","0","0","0","0","0","0"
"1400","177","0","0","0","0","0","0","0","0","0"
"1402","179","0","0","0","0","0","0","0","0","0"
"1404","179","0","0","0","0","0","0","0","0","0"
"1406","179","0","0","0","0","0","0","0","0","0"
"1408","179","0","0","0","0","0","0","0","0","0"
"1410","179","0","0","0","0","0","0","0","0","0"
"1412","179","0","0","0","0","0","0","0","0","0"
"1414","179","0","0","0","0","0","0","0","0","0"
"1416","179","0","0","0","0","0","0","0","0","0"
"1418","179","0","0","0","0","0","0","0","0","0"
"1420","179","0","0","0","0","0","0","0","0","0"
"1422","179","0","0","0","0","0","0","0","0","0"
"1424","180","0","0","0","0","0","0","0","0","0"
"1426","179","0","0","0","0","0","0","0","0","0"
"1428","179","0","0","0","0","0","0","0","0","0"
"1430","179","0","0","0","0","0","0","0","0","0"
"1432","179","0","0","0","0","0","0","0","0","0"
"1434","179","0","0","0","0","0","0","0","0","0"
"1436","179","0","0","0","0","0","0","0","0","0"
"1438","179","0","0","0","0","0","0","0","0","0"
"1440","179","0","0","0","0","0","0","0","0","0"
"1442","179","0","0","0","0","0","0","0","0","0"
"1444","177","0","0","0","0","0","0","0","0","0"
"1446","176","0","0","0","0","0","0","0","0","0"
"1448","176","0","0","0","0","0","0","0","0","0"
"1450","176","0","0","0","0","0","0","0","0","0"
"1452","174","0","0","0","0","0","0","0","0","0"
"1454","173","0","0","0","0","0","0","0","0","0"
"1456","172","0","0","0","0","0","0","0","0","0"
"1458","172","0","0","0","0","0","0","0","0","0"
"1460","172","0","0","0","0","0","0","0","0","0"
"1462","172","0","0","0","0","0","0","0","0","0"
"1464","172","0","0","0","0","0","0","0","0","0"
"1466","172","0","0","0","0","0","0","0","0","0"
"1468","173","0","0","0","0","0","0","0","0","0"
"1470","174","0","0","0","0","0","0","0","0","0"
"1472","173","0","0","0","0","0","0","0","0","0"
"1474","173","0","0","0","0","0","0","0","0","0"
"1476","173","0","0","0","0","0","0","0","0","0"
"1478","173","0","0","0","0","0","0","0","0","0"
"1480","171","0","0","0","0","0","0","0","0","0"
"1482","170","0","0","0","0","0","0","0","0","0"
"1484","169","0","0","0","0","0","0","0","0","0"
"1486","169","0","0","0","0","0","0","0","0","0"
"1488","169","0","0","0","0","0","0","0","0","0"
"1490","172","0","0","0","0","0","0","0","0","0"
"1492","172","0","0","0","0","0","0","0","0","0"
"1494","172","0","0","0","0","0","0","0","0","0"
"1496","170","0","0","0","0","0","0","0","0","0"
"1498","171","0","0","0","0","0","0","0","0","0"
"1500","172","0","0","0","0","0","0","0","0","0"
"1502","173","0","0","0","0","0","0","0","0","0"
"1504","173","0","0","0","0","0","0","0","0","0"
"1506","174","0","0","0","0","0","0","0","0","0"
"1508","176","0","0","0","0","0","0","0","0","0"
"1510","177","0","0","0","0","0","0","0","0","0"
"1512","177","0","0","0","0","0","0","0","0","0"
"1514","177","0","0","0","0","0","0","0","0","0"
"1516","177","0","0","0","0","0","0","0","0","0"
"1518","177","0","0","0","0","0","0","0","0","0"
"1520","177","0","0","0","0","0","0","0","0","0"
"1522","177","0","0","0","0","0","0","0","0","0"
"1524","177","0","0","0","0","0","0","0","0","0"
"1526","177","0","0","0","0","0","0","0","0","0"
"1528","177","0","0","0","0","0","0","0","0","0"
"1530","177","0","0","0","0","0","0","0","0","0"
"1532","176","0","0","0","0","0","0","0","0","0"
"1534","176","0","0","0","0","0","0","0","0","0"
"1536","176","0","0","0","0","0","0","0","0","0"
"1538","176","0","0","0","0","0","0","0","0","0"
"1540","176","0","0","0","0","0","0","0","0","0"
"1542","176","0","0","0","0","0","0","0","0","0"
"1544","174","0","0","0","0","0","0","0","0","0"
"1546","173","0","0","0","0","0","0","0","0","0"
"1548","173","0","0","0","0","0","0","0","0","0"
"1550","173","0","0","0","0","0","0","0","0","0"
"1552","173","0","0","0","0","0","0","0","0","0"
"1554","173","0","0","0","0","0","0","0","0","0"
"1556","173","0","0","0","0","0","0","0","0","0"
"1558","174","0","0","0","0","0","0","0","0","0"
"1560","174","0","0","0","0","0","0","0","0","0"
"1562","173","0","0","0","0","0","0","0","0","0"
"1564","172","0","0","0","0","0","0","0","0","0"
"1566","172","0","0","0","0","0","0","0","0","0"
"1568","173","0","0","0","0","0","0","0","0","0"
"1570","172","0","0","0","0","0","0","0","0","0"
"1572","170","0","0","0","0","0","0","0","0","0"
"1574","170","0","0","0","0","0","0","0","0","0"
"1576","170","0","0","0","0","0","0","0","0","0"
"1578","170","0","0","0","0","0","0","0","0","0"
"1580","170","0","0","0","0","0","0","0","0","0"
"1582","172","0","0","0","0","0","0","0","0","0"
"1584","173","0","0","0","0","0","0","0","0","0"
"1586","173","0","0","0","0","0","0","0","0","0"
"1588","174","0","0","0","0","0","0","0","0","0"
"1590","174","0","0","0","0","0","0","0","0","0"
"1592","174","0","0","0","0","0","0","0","0","0"
"1594","176","0","0","0","0","0","0","0","0","0"
"1596","176","0","0","0","0","0","0","0","0","0"
"1598","176","0","0","0","0","0","0","0","0","0"
"1600","177","0","0","0","0","0","0","0","0","0"
"1602","177","0","0","0","0","0","0","0","0","0"
"1604","177","0","0","0","0","0","0","0","0","0"
"1606","179","0","0","0","0","0","0","0","0","0"
"1608","179","0","0","0","0","0","0","0","0","0"
"1610","177","0","0","0","0","0","0","0","0","0"
"1612","177","0","0","0","0","0","0","0","0","0"
"1614","176","0","0","0","0","0","0","0","0","0"
"1616","176","0","0","0","0","0","0","0","0","0"
"1618","177","0","0","0","0","0","0","0","0","0"
"1620","177","0","0","0","0","0","0","0","0","0"
"1622","177","0","0","0","0","0","0","0","0","0"
"1624","176","0","0","0","0","0","0","0","0","0"
"1626","176","0","0","0","0","0","0","0","0","0"
"1628","176","0","0","0","0","0","0","0","0","0"
"1630","176","0","0","0","0","0","0","0","0","0"
"1632","177","0","0","0","0","0","0","0","0","0"
"1634","177","0","0","0","0","0","0","0","0","0"
"1636","177","0","0","0","0","0","0","0","0","0"
"1638","177","0","0","0","0","0","0","0","0","0"
"1640","176","0","0","0","0","0","0","0","0","0"
"1642","176","0","0","0","0","0","0","0","0","0"
"1644","176","0","0","0","0","0","0","0","0","0"
"1646","175","0","0","0","0","0","0","0","0","0"
"1648","174","0","0","0","0","0","0","0","0","0"
"1650","174","0","0","0","0","0","0","0","0","0"
"1652","173","0","0","0","0","0","0","0","0","0"
"1654","173","0","0","0","0","0","0","0","0","0"
"1656","173","0","0","0","0","0","0","0","0","0"
"1658","172","0","0","0","0","0","0","0","0","0"
"1660","172","0","0","0","0","0","0","0","0","0"
"1662","172","0","0","0","0","0","0","0","0","0"
"1664","172","0","0","0","0","0","0","0","0","0"
"1666","172","0","0","0","0","0","0","0","0","0"
"1668","172","0","0","0","0","0","0","0","0","0"
"1670","172","0","0","0","0","0","0","0","0","0"
"1672","172","0","0","0","0","0","0","0","0","0"
"1674","173","0","0","0","0","0","0","0","0","0"
"1676","172","0","0","0","0","0","0","0","0","0"
"1678","172","0","0","0","0","0","0","0","0","0"
"1680","172","0","0","0","0","0","0","0","0","0"
"1682","172","0","0","0","0","0","0","0","0","0"
"1684","172","0","0","0","0","0","0","0","0","0"
"1686","173","0","0","0","0","0","0","0","0","0"
"1688","174","0","0","0","0","0","0","0","0","0"
"1690","174","0","0","0","0","0","0","0","0","0"
"1692","174","0","0","0","0","0","0","0","0","0"
"1694","174","0","0","0","0","0","0","0","0","0"
"1696","176","0","0","0","0","0","0","0","0","0"
"1698","177","0","0","0","0","0","0","0","0","0"
"1700","179","0","0","0","0","0","0","0","0","0"
"1702","179","0","0","0","0","0","0","0","0","0"
"1704","179","0","0","0","0","0","0","0","0","0"
"1706","181","0","0","0","0","0","0","0","0","0"
"1708","181","0","0","0","0","0","0","0","0","0"
"1710","180","0","0","0","0","0","0","0","0","0"
"1712","181","0","0","0","0","0","0","0","0","0"
"1714","181","0","0","0","0","0","0","0","0","0"
"1716","181","0","0","0","0","0","0","0","0","0"
"1718","179","0","0","0","0","0","0","0","0","0"
"1720","179","0","0","0","0","0","0","0","0","0"
"1722","177","0","0","0","0","0","0","0","0","0"
"1724","177","0","0","0","0","0","0","0","0","0"
"1726","177","0","0","0","0","0","0","0","0","0"
"1728","177","0","0","0","0","0","0","0","0","0"
"1730","175","0","0","0","0","0","0","0","0","0"
"1732","174","0","0","0","0","0","0","0","0","0"
"1734","174","0","0","0","0","0","0","0","0","0"
"1736","172","0","0","0","0","0","0","0","0","0"
"1738","170","0","0","0","0","0","0","0","0","0"
"1740","167","0","0","0","0","0","0","0","0","0"
"1742","166","0","0","0","0","0","0","0","0","0"
"1744","166","0","0","0","0","0","0","0","0","0"
"1746","164","0","0","0","0","0","0","0","0","0"
"1748","162","0","0","0","0","0","0","0","0","0"
"1750","161","0","0","0","0","0","0","0","0","0"
"1752","161","0","0","0","0","0","0","0","0","0"
"1754","161","0","0","0","0","0","0","0","0","0"
"1756","159","0","0","0","0","0","0","0","0","0"
"1758","159","0","0","0","0","0","0","0","0","0"
"1760","159","0","0","0","0","0","0","0","0","0"
"1762","159","0","0","0","0","0","0","0","0","0"
"1764","157","0","0","0","0","0","0","0","0","0"
"1766","156","0","0","0","0","0","0","0","0","0"
"1768","155","0","0","0","0","0","0","0","0","0"
"1770","155","0","0","0","0","0","0","0","0","0"
"1772","155","0","0","0","0","0","0","0","0","0"
"1774","155","0","0","0","0","0","0","0","0","0"
"1776","156","0","0","0","0","0","0","0","0","0"
"1778","156","0","0","0","0","0","0","0","0","0"
"1780","155","0","0","0","0","0","0","0","0","0"
"1782","155","0","0","0","0","0","0","0","0","0"
"1784","155","0","0","0","0","0","0","0","0","0"
"1786","156","0","0","0","0","0","0","0","0","0"
"1788","159","0","0","0","0","0","0","0","0","0"
"1790","159","0","0","0","0","0","0","0","0","0"
"1792","161","0","0","0","0","0","0","0","0","0"
"1794","161","0","0","0","0","0","0","0","0","0"
"1796","161","0","0","0","0","0","0","0","0","0"
"1798","164","0","0","0","0","0","0","0","0","0"
"1800","165","0","0","0","0","0","0","0","0","0"
"1802","167","0","0","0","0","0","0","0","0","0"
"1804","167","0","0","0","0","0","0","0","0","0"
"1806","167","0","0","0","0","0","0","0","0","0"
"1808","173","0","0","0","0","0","0","0","0","0"
"1810","173","0","0","0","0","0","0","0","0","0"
"1812","173","0","0","0","0","0","0","0","0","0"
"1814","172","0","0","0","0","0","0","0","0","0"
"1816","172","0","0","0","0","0","0","0","0","0"
"1818","170","0","0","0","0","0","0","0","0","0"
"1820","170","0","0","0","0","0","0","0","0","0"
"1822","170","0","0","0","0","0","0","0","0","0"
"1824","172","0","0","0","0","0","0","0","0","0"
"1826","174","0","0","0","0","0","0","0","0","0"
"1828","176","0","0","0","0","0","0","0","0","0"
"1830","176","0","0","0","0","0","0","0","0","0"
"1832","176","0","0","0","0","0","0","0","0","0"
"1834","176","0","0","0","0","0","0","0","0","0"
"1836","177","0","0","0","0","0","0","0","0","0"
"1838","179","0","0","0","0","0","0","0","0","0"
"1840","179","0","0","0","0","0","0","0","0","0"
"1842","181","0","0","0","0","0","0","0","0","0"
"1844","181","0","0","0","0","0","0","0","0","0"
"1846","183","0","0","0","0","0","0","0","0","0"
"1848","183","0","0","0","0","0","0","0","0","0"
"1850","183","0","0","0","0","0","0","0","0","0"
"1852","183","0","0","0","0","0","0","0","0","0"
"1854","184","0","0","0","0","0","0","0","0","0"
"1856","184","0","0","0","0","0","0","0","0","0"
"1858","183","0","0","0","0","0","0","0","0","0"
"1860","183","0","0","0","0","0","0","0","0","0"
"1862","183","0","0","0","0","0","0","0","0","0"
"1864","183","0","0","0","0","0","0","0","0","0"
"1866","183","0","0","0","0","0","0","0","0","0"
"1868","181","0","0","0","0","0","0","0","0","0"
"1870","181","0","0","0","0","0","0","0","0","0"
"1872","183","0","0","0","0","0","0","0","0","0"
"1874","183","0","0","0","0","0","0","0","0","0"
"1876","183","0","0","0","0","0","0","0","0","0"
"1878","183","0","0","0","0","0","0","0","0","0"
"1880","183","0","0","0","0","0","0","0","0","0"
"1882","183","0","0","0","0","0","0","0","0","0"
"1884","181","0","0","0","0","0","0","0","0","0"
"1886","181","0","0","0","0","0","0","0","0","0"
"1888","183","0","0","0","0","0","0","0","0","0"
"1890","184","0","0","0","0","0","0","0","0","0"
"1892","184","0","0","0","0","0","0","0","0","0"
"1894","184","0","0","0","0","0","0","0","0","0"
"1896","184","0","0","0","0","0","0","0","0","0"
"1898","184","0","0","0","0","0","0","0","0","0"
"1900","184","0","0","0","0","0","0","0","0","0"
"1902","184","0","0","0","0","0","0","0","0","0"
"1904","183","0","0","0","0","0","0","0","0","0"
"1906","183","0","0","0","0","0","0","0","0","0"
"1908","184","0","0","0","0","0","0","0","0","0"
"1910","184","0","0","0","0","0","0","0","0","0"
"1912","184","0","0","0","0","0","0","0","0","0"
"1914","184","0","0","0","0","0","0","0","0","0"
"1916","184","0","0","0","0","0","0","0","0","0"
"1918","184","0","0","0","0","0","0","0","0","0"
"1920","184","0","0","0","0","0","0","0","0","0"
"1922","184","0","0","0","0","0","0","0","0","0"
"1924","184","0","0","0","0","0","0","0","0","0"
"1926","184","0","0","0","0","0","0","0","0","0"
"1928","184","0","0","0","0","0","0","0","0","0"
"1930","183","0","0","0","0","0","0","0","0","0"
"1932","183","0","0","0","0","0","0","0","0","0"
"1934","181","0","0","0","0","0","0","0","0","0"
"1936","183","0","0","0","0","0","0","0","0","0"
"1938","183","0","0","0","0","0","0","0","0","0"
"1940","181","0","0","0","0","0","0","0","0","0"
"1942","181","0","0","0","0","0","0","0","0","0"
"1944","181","0","0","0","0","0","0","0","0","0"
"1946","181","0","0","0","0","0","0","0","0","0"
"1948","181","0","0","0","0","0","0","0","0","0"
"1950","181","0","0","0","0","0","0","0","0","0"
"1952","183","0","0","0","0","0","0","0","0","0"
"1954","183","0","0","0","0","0","0","0","0","0"
"1956","180","0","0","0","0","0","0","0","0","0"
"1958","181","0","0","0","0","0","0","0","0","0"
"1960","180","0","0","0","0","0","0","0","0","0"
"1962","179","0","0","0","0","0","0","0","0","0"
"1964","179","0","0","0","0","0","0","0","0","0"
"1966","179","0","0","0","0","0","0","0","0","0"
"1968","179","0","0","0","0","0","0","0","0","0"
"1970","180","0","0","0","0","0","0","0","0","0"
"1972","179","0","0","0","0","0","0","0","0","0"
"1974","179","0","0","0","0","0","0","0","0","0"
"1976","179","0","0","0","0","0","0","0","0","0"
"1978","179","0","0","0","0","0","0","0","0","0"
"1980","179","0","0","0","0","0","0","0","0","0"
"1982","180","0","0","0","0","0","0","0","0","0"
"1984","180","0","0","0","0","0","0","0","0","0"
"1986","180","0","0","0","0","0","0","0","0","0"
"1988","181","0","0","0","0","0","0","0","0","0"
"1990","181","0","0","0","0","0","0","0","0","0"
"1992","183","0","0","0","0","0","0","0","0","0"
"1994","184","0","0","0","0","0","0","0","0","0"
"1996","186","0","0","0","0","0","0","0","0","0"
"1998","186","0","0","0","0","0","0","0","0","0"
"2000","186","0","0","0","0","0","0","0","0","0"
"2002","186","0","0","0","0","0","0","0","0","0"
"2004","186","0","0","0","0","0","0","0","0","0"
"2006","186","0","0","0","0","0","0","0","0","0"
"2008","184","0","0","0","0","0","0","0","0","0"
"2010","186","0","0","0","0","0","0","0","0","0"
"2012","184","0","0","0","0","0","0","0","0","0"
"2014","183","0","0","0","0","0","0","0","0","0"
"2016","183","0","0","0","0","0","0","0","0","0"
"2018","181","0","0","0","0","0","0","0","0","0"
"2020","180","0","0","0","0","0","0","0","0","0"
"2022","179","0","0","0","0","0","0","0","0","0"
"2024","181","0","0","0","0","0","0","0","0","0"
"2026","180","0","0","0","0","0","0","0","0","0"
"2028","179","0","0","0","0","0","0","0","0","0"
"2030","179","0","0","0","0","0","0","0","0","0"
"2032","179","0","0","0","0","0","0","0","0","0"
"2034","179","0","0","0","0","0","0","0","0","0"
"2036","177","0","0","0","0","0","0","0","0","0"
"2038","176","0","0","0","0","0","0","0","0","0"
"2040","176","0","0","0","0","0","0","0","0","0"
"2042","177","0","0","0","0","0","0","0","0","0"
"2044","177","0","0","0","0","0","0","0","0","0"
"2046","176","0","0","0","0","0","0","0","0","0"
"2048","174","0","0","0","0","0","0","0","0","0"
"2050","173","0","0","0","0","0","0","0","0","0"
"2052","172","0","0","0","0","0","0","0","0","0"
"2054","172","0","0","0","0","0","0","0","0","0"
"2056","169","0","0","0","0","0","0","0","0","0"
"2058","169","0","0","0","0","0","0","0","0","0"
"2060","169","0","0","0","0","0","0","0","0","0"
"2062","168","0","0","0","0","0","0","0","0","0"
"2064","167","0","0","0","0","0","0","0","0","0"
"2066","169","0","0","0","0","0","0","0","0","0"
"2068","166","0","0","0","0","0","0","0","0","0"
"2070","165","0","0","0","0","0","0","0","0","0"
"2072","164","0","0","0","0","0","0","0","0","0"
"2074","164","0","0","0","0","0","0","0","0","0"
"2076","165","0","0","0","0","0","0","0","0","0"
"2078","164","0","0","0","0","0","0","0","0","0"
"2080","163","0","0","0","0","0","0","0","0","0"
"2082","163","0","0","0","0","0","0","0","0","0"
"2084","165","0","0","0","0","0","0","0","0","0"
"2086","166","0","0","0","0","0","0","0","0","0"
"2088","167","0","0","0","0","0","0","0","0","0"
"2090","166","0","0","0","0","0","0","0","0","0"
"2092","166","0","0","0","0","0","0","0","0","0"
