[Timex Trainer Data File]
[session data]
version=1.0
Sessiondate=1/3/2005 2:45:06 PM
sportName=Running
sportID=3
distanceunit=mi
avgspeedunit=0
maxspeedunit=0
avgpaceunits=0
maxpaceunits=0
distance=11.2
duration=5326
description=Sample Workout - Heart Rate and Speed & Distance
sessionType=20
maxHR=179
maxSpeed=15.8
avgHR=153
avgSpeed=7.34
fromDataRecorder=True
TimeZone1=240
TimeZone2=360
TimeZone3=1080
TimeZone4=1620
TimeZone5=2040

[recorded]
duration(s),hr,speed(mph),distance(mi),data_flag
2382,164,0,0,0
2384,163,0,0,0
2386,163,0,0,0
2388,163,0,0,0
2390,163,0,0,0
2392,163,0,0,0
2394,163,0,0,0
2396,161,0,0,0
2398,161,0,0,0
2400,161,0,0,0
2402,161,0,0,0
2404,161,0,0,0
2406,161,0,0,0
2408,161,0,0,0
2410,161,0,0,0
2412,161,0,0,0
2414,159,0,0,0
2416,159,0,0,0
2418,159,0,0,0
2420,159,0,0,0
2422,159,0,0,0
2424,161,0,0,0
2426,161,0,0,0
2428,161,0,0,0
2430,161,0,0,0
2432,163,0,0,0
2434,163,0,0,0
2436,164,0,0,0
2438,163,0,0,0
2440,163,0,0,0
2442,163,0,0,0
2444,163,0,0,0
2446,159,0,0,0
2448,157,0,0,0
2450,157,0,0,0
2452,157,0,0,0
2454,157,0,0,0
2456,157,0,0,0
2458,157,0,0,0
2460,157,0,0,0
2462,157,0,0,0
2464,157,0,0,0
2466,157,0,0,0
2468,157,0,0,0
2470,158,0,0,0
2472,160,0,0,0
2474,160,0,0,0
2476,160,0,0,0
2478,161,0,0,0
2480,163,0,0,0
2482,164,0,0,0
2484,164,0,0,0
2486,165,0,0,0
2488,165,0,0,0
2490,165,0,0,0
2492,161,0,0,0
2494,163,0,0,0
2496,163,0,0,0
2498,164,0,0,0
2500,164,0,0,0
2502,164,0,0,0
2504,165,0,0,0
2506,165,0,0,0
2508,165,0,0,0
2510,165,0,0,0
2512,161,0,0,0
2514,160,0,0,0
2516,160,0,0,0
2518,160,0,0,0
2520,160,0,0,0
2522,160,0,0,0
2524,160,0,0,0
2526,161,0,0,0
2528,161,0,0,0
2530,163,0,0,0
2532,163,0,0,0
2534,165,0,0,0
2536,165,0,0,0
2538,164,0,0,0
2540,164,0,0,0
2542,164,0,0,0
2544,164,0,0,0
2546,164,0,0,0
2548,165,0,0,0
2550,165,0,0,0
2552,165,0,0,0
2554,165,0,0,0
2556,165,0,0,0
2558,164,0,0,0
2560,164,0,0,0
2562,164,0,0,0
2564,164,0,0,0
2566,164,0,0,0
2568,163,0,0,0
2570,163,0,0,0
2572,163,0,0,0
2574,163,0,0,0
2576,163,0,0,0
2578,160,0,0,0
2580,160,0,0,0
2582,160,0,0,0
2584,159,0,0,0
2586,157,0,0,0
2588,157,0,0,0
2590,155,0,0,0
2592,155,0,0,0
2594,155,0,0,0
2596,155,0,0,0
2598,153,0,0,0
2600,153,0,0,0
2602,153,0,0,0
2604,153,0,0,0
2606,153,0,0,0
2608,153,0,0,0
2610,157,0,0,0
2612,157,0,0,0
2614,157,0,0,0
2616,156,0,0,0
2618,157,0,0,0
2620,159,0,0,0
2622,159,0,0,0
2624,160,0,0,0
2626,160,0,0,0
2628,160,0,0,0
2630,160,0,0,0
2632,160,0,0,0
2634,160,0,0,0
2636,160,0,0,0
2638,160,0,0,0
2640,165,0,0,0
2642,164,0,0,0
2644,165,0,0,0
2646,165,0,0,0
2648,165,0,0,0
2650,165,0,0,0
2652,165,0,0,0
2654,165,0,0,0
2656,165,0,0,0
2658,165,0,0,0
2660,165,0,0,0
2662,165,0,0,0
2664,169,0,0,0
2666,169,0,0,0
2668,172,0,0,0
2670,172,0,0,0
2672,172,0,0,0
2674,172,0,0,0
2676,172,0,0,0
2678,172,0,0,0
2680,172,0,0,0
2682,172,0,0,0
2684,169,0,0,0
2686,169,0,0,0
2688,169,0,0,0
2690,169,0,0,0
2692,169,0,0,0
2694,167,0,0,0
2696,169,0,0,0
2698,169,0,0,0
2700,169,0,0,0
2702,169,0,0,0
2704,169,0,0,0
2706,169,0,0,0
2708,169,0,0,0
2710,169,0,0,0
2712,169,0,0,0
2714,169,0,0,0
2716,169,0,0,0
2718,169,0,0,0
2720,169,0,0,0
2722,169,0,0,0
2724,167,0,0,0
2726,167,0,0,0
2728,167,0,0,0
2730,169,0,0,0
2732,169,0,0,0
2734,169,0,0,0
2736,169,0,0,0
2738,169,0,0,0
2740,169,0,0,0
2742,169,0,0,0
2744,169,0,0,0
2746,169,0,0,0
2748,167,0,0,0
2750,167,0,0,0
2752,167,0,0,0
2754,167,0,0,0
2756,167,0,0,0
2758,167,0,0,0
2760,166,0,0,0
2762,166,0,0,0
2764,167,0,0,0
2766,167,0,0,0
2768,167,0,0,0
2770,167,0,0,0
2772,167,0,0,0
2774,167,0,0,0
2776,167,0,0,0
2778,169,0,0,0
2780,169,0,0,0
2782,169,0,0,0
2784,169,0,0,0
2786,169,0,0,0
2788,169,0,0,0
2790,169,0,0,0
2792,167,0,0,0
2794,169,0,0,0
2796,169,0,0,0
2798,169,0,0,0
2800,169,0,0,0
2802,169,0,0,0
2804,169,0,0,0
2806,169,0,0,0
2808,169,0,0,0
2810,169,0,0,0
2812,169,0,0,0
2814,169,0,0,0
2816,169,0,0,0
2818,169,0,0,0
2820,169,0,0,0
2822,169,0,0,0
2824,169,0,0,0
2826,169,0,0,0
2828,169,0,0,0
2830,167,0,0,0
2832,169,0,0,0
2834,169,0,0,0
2836,169,0,0,0
2838,169,0,0,0
2840,169,0,0,0
2842,167,0,0,0
2844,167,0,0,0
2846,167,0,0,0
2848,169,0,0,0
2850,169,0,0,0
2852,168,0,0,0
2854,167,0,0,0
2856,167,0,0,0
2858,167,0,0,0
2860,167,0,0,0
2862,167,0,0,0
2864,167,0,0,0
2866,167,0,0,0
2868,167,0,0,0
2870,167,0,0,0
2872,167,0,0,0
2874,167,0,0,0
2876,166,0,0,0
2878,166,0,0,0
2880,166,0,0,0
2882,166,0,0,0
2884,166,0,0,0
2886,166,0,0,0
2888,167,0,0,0
2890,166,0,0,0
2892,166,0,0,0
2894,166,0,0,0
2896,166,0,0,0
2898,166,0,0,0
2900,166,0,0,0
2902,166,0,0,0
2904,166,0,0,0
2906,166,0,0,0
2908,167,0,0,0
2910,169,0,0,0
2912,169,0,0,0
2914,169,0,0,0
2916,169,0,0,0
2918,169,0,0,0
2920,169,0,0,0
2922,169,0,0,0
2924,169,0,0,0
2926,167,0,0,0
2928,167,0,0,0
2930,167,0,0,0
2932,169,0,0,0
2934,169,0,0,0
2936,169,0,0,0
2938,167,0,0,0
2940,167,0,0,0
2942,166,0,0,0
2944,166,0,0,0
2946,166,0,0,0
2948,166,0,0,0
2950,166,0,0,0
2952,166,0,0,0
2954,166,0,0,0
2956,166,0,0,0
2958,166,0,0,0
2960,167,0,0,0
2962,166,0,0,0
2964,167,0,0,0
2966,167,0,0,0
2968,167,0,0,0
2970,167,0,0,0
2972,167,0,0,0
2974,167,0,0,0
2976,167,0,0,0
2978,166,0,0,0
2980,166,0,0,0
2982,166,0,0,0
2984,166,0,0,0
2986,166,0,0,0
2988,166,0,0,0
2990,166,0,0,0
2992,166,0,0,0
2994,166,0,0,0
2996,166,0,0,0
2998,166,0,0,0
3000,166,0,0,0
3002,166,0,0,0
3004,167,0,0,0
3006,167,0,0,0
3008,167,0,0,0
3010,167,0,0,0
3012,167,0,0,0
3014,169,0,0,0
3016,169,0,0,0
3018,169,0,0,0
3020,167,0,0,0
3022,169,0,0,0
3024,169,0,0,0
3026,169,0,0,0
3028,169,0,0,0
3030,169,0,0,0
3032,167,0,0,0
3034,167,0,0,0
3036,167,0,0,0
3038,167,0,0,0
3040,167,0,0,0
3042,169,0,0,0
3044,169,0,0,0
3046,169,0,0,0
3048,169,0,0,0
3050,169,0,0,0
3052,169,0,0,0
3054,169,0,0,0
3056,169,0,0,0
3058,169,0,0,0
3060,169,0,0,0
3062,169,0,0,0
3064,169,0,0,0
3066,170,0,0,0
3068,169,0,0,0
3070,169,0,0,0
3072,169,0,0,0
3074,169,0,0,0
3076,169,0,0,0
3078,169,0,0,0
3080,169,0,0,0
3082,169,0,0,0
3084,169,0,0,0
3086,169,0,0,0
3088,169,0,0,0
3090,169,0,0,0
3092,169,0,0,0
3094,169,0,0,0
3096,170,0,0,0
3098,170,0,0,0
3100,170,0,0,0
3102,171,0,0,0
3104,172,0,0,0
3106,172,0,0,0
3108,172,0,0,0
3110,170,0,0,0
3112,170,0,0,0
3114,172,0,0,0
3116,172,0,0,0
3118,172,0,0,0
3120,172,0,0,0
3122,170,0,0,0
3124,170,0,0,0
3126,170,0,0,0
3128,170,0,0,0
3130,172,0,0,0
3132,172,0,0,0
3134,172,0,0,0
3136,173,0,0,0
3138,173,0,0,0
3140,172,0,0,0
3142,172,0,0,0
3144,172,0,0,0
3146,172,0,0,0
3148,170,0,0,0
3150,172,0,0,0
3152,172,0,0,0
3154,172,0,0,0
3156,172,0,0,0
3158,172,0,0,0
3160,173,0,0,0
3162,172,0,0,0
3164,172,0,0,0
3166,172,0,0,0
3168,173,0,0,0
3170,173,0,0,0
3172,173,0,0,0
3174,173,0,0,0
3176,173,0,0,0
3178,173,0,0,0
3180,173,0,0,0
3182,172,0,0,0
3184,172,0,0,0
3186,172,0,0,0
3188,170,0,0,0
3190,170,0,0,0
3192,170,0,0,0
3194,172,0,0,0
3196,172,0,0,0
3198,172,0,0,0
3200,173,0,0,0
3202,172,0,0,0
3204,172,0,0,0
3206,172,0,0,0
3208,169,0,0,0
3210,169,0,0,0
3212,169,0,0,0
3214,169,0,0,0
3216,169,0,0,0
3218,169,0,0,0
3220,169,0,0,0
3222,170,0,0,0
3224,170,0,0,0
3226,170,0,0,0
3228,170,0,0,0
3230,170,0,0,0
3232,170,0,0,0
3234,170,0,0,0
3236,170,0,0,0
3238,172,0,0,0
3240,172,0,0,0
3242,172,0,0,0
3244,172,0,0,0
3246,172,0,0,0
3248,172,0,0,0
3250,173,0,0,0
3252,173,0,0,0
3254,173,0,0,0
3256,173,0,0,0
3258,173,0,0,0
3260,173,0,0,0
3262,173,0,0,0
3264,172,0,0,0
3266,172,0,0,0
3268,172,0,0,0
3270,170,0,0,0
3272,172,0,0,0
3274,172,0,0,0
3276,170,0,0,0
3278,170,0,0,0
3280,170,0,0,0
3282,169,0,0,0
3284,169,0,0,0
3286,169,0,0,0
3288,169,0,0,0
3290,169,0,0,0
3292,169,0,0,0
3294,169,0,0,0
3296,169,0,0,0
3298,169,0,0,0
3300,169,0,0,0
3302,167,0,0,0
3304,167,0,0,0
3306,167,0,0,0
3308,167,0,0,0
3310,167,0,0,0
3312,167,0,0,0
3314,167,0,0,0
3316,167,0,0,0
3318,167,0,0,0
3320,166,0,0,0
3322,166,0,0,0
3324,166,0,0,0
3326,166,0,0,0
3328,167,0,0,0
3330,166,0,0,0
3332,167,0,0,0
3334,167,0,0,0
3336,167,0,0,0
3338,170,0,0,0
3340,170,0,0,0
3342,170,0,0,0
3344,170,0,0,0
3346,169,0,0,0
3348,169,0,0,0
3350,169,0,0,0
3352,166,0,0,0
3354,166,0,0,0
3356,166,0,0,0
3358,164,0,0,0
3360,163,0,0,0
3362,163,0,0,0
3364,164,0,0,0
3366,164,0,0,0
3368,164,0,0,0
3370,164,0,0,0
3372,164,0,0,0
3374,164,0,0,0
3376,164,0,0,0
3378,164,0,0,0
3380,164,0,0,0
3382,164,0,0,0
3384,164,0,0,0
3386,165,0,0,0
3388,164,0,0,0
3390,164,0,0,0
3392,165,0,0,0
3394,165,0,0,0
3396,165,0,0,0
3398,165,0,0,0
3400,165,0,0,0
3402,166,0,0,0
3404,166,0,0,0
3406,166,0,0,0
3408,166,0,0,0
3410,166,0,0,0
3412,166,0,0,0
3414,166,0,0,0
3416,166,0,0,0
3418,166,0,0,0
3420,166,0,0,0
3422,166,0,0,0
3424,166,0,0,0
3426,166,0,0,0
3428,169,0,0,0
3430,169,0,0,0
3432,169,0,0,0
3434,169,0,0,0
3436,169,0,0,0
3438,169,0,0,0
3440,169,0,0,0
3442,169,0,0,0
3444,169,0,0,0
3446,170,0,0,0
3448,170,0,0,0
3450,170,0,0,0
3452,169,0,0,0
3454,169,0,0,0
3456,169,0,0,0
3458,170,0,0,0
3460,169,0,0,0
3462,169,0,0,0
3464,169,0,0,0
3466,169,0,0,0
3468,169,0,0,0
3470,169,0,0,0
3472,169,0,0,0
3474,169,0,0,0
3476,167,0,0,0
3478,167,0,0,0
3480,167,0,0,0
3482,169,0,0,0
3484,169,0,0,0
3486,170,0,0,0
3488,170,0,0,0
3490,169,0,0,0
3492,169,0,0,0
3494,169,0,0,0
3496,169,0,0,0
3498,167,0,0,0
3500,167,0,0,0
3502,170,0,0,0
3504,170,0,0,0
3506,170,0,0,0
3508,170,0,0,0
3510,170,0,0,0
3512,170,0,0,0
3514,172,0,0,0
3516,170,0,0,0
3518,170,0,0,0
3520,170,0,0,0
3522,170,0,0,0
3524,170,0,0,0
3526,170,0,0,0
3528,170,0,0,0
3530,170,0,0,0
3532,169,0,0,0
3534,169,0,0,0
3536,170,0,0,0
3538,170,0,0,0
3540,170,0,0,0
3542,169,0,0,0
3544,169,0,0,0
3546,169,0,0,0
3548,170,0,0,0
3550,172,0,0,0
3552,172,0,0,0
3554,172,0,0,0
3556,173,0,0,0
3558,173,0,0,0
3560,173,0,0,0
3562,173,0,0,0
3564,173,0,0,0
3566,173,0,0,0
3568,173,0,0,0
3570,173,0,0,0
3572,170,0,0,0
3574,169,0,0,0
3576,169,0,0,0
3578,170,0,0,0
3580,172,0,0,0
3582,172,0,0,0
3584,172,0,0,0
3586,172,0,0,0
3588,172,0,0,0
3590,172,0,0,0
3592,170,0,0,0
3594,170,0,0,0
3596,170,0,0,0
3598,172,0,0,0
3600,170,0,0,0
3602,170,0,0,0
3604,170,0,0,0
3606,170,0,0,0
3608,170,0,0,0
3610,170,0,0,0
3612,170,0,0,0
3614,170,0,0,0
3616,169,0,0,0
3618,169,0,0,0
3620,169,0,0,0
3622,169,0,0,0
3624,169,0,0,0
3626,169,0,0,0
3628,167,0,0,0
3630,167,0,0,0
3632,167,0,0,0
3634,167,0,0,0
3636,167,0,0,0
3638,166,0,0,0
3640,166,0,0,0
3642,166,0,0,0
3644,167,0,0,0
3646,169,0,0,0
3648,169,0,0,0
3650,169,0,0,0
3652,169,0,0,0
3654,169,0,0,0
3656,169,0,0,0
3658,169,0,0,0
3660,169,0,0,0
3662,169,0,0,0
3664,167,0,0,0
3666,167,0,0,0
3668,167,0,0,0
3670,167,0,0,0
3672,167,0,0,0
3674,167,0,0,0
3676,167,0,0,0
3678,167,0,0,0
3680,166,0,0,0
3682,166,0,0,0
3684,166,0,0,0
3686,167,0,0,0
3688,167,0,0,0
3690,167,0,0,0
3692,167,0,0,0
3694,167,0,0,0
3696,167,0,0,0
3698,167,0,0,0
3700,167,0,0,0
3702,167,0,0,0
3704,167,0,0,0
3706,167,0,0,0
3708,165,0,0,0
3710,166,0,0,0
3712,166,0,0,0
3714,167,0,0,0
3716,167,0,0,0
3718,167,0,0,0
3720,167,0,0,0
3722,167,0,0,0
3724,169,0,0,0
3726,169,0,0,0
3728,169,0,0,0
3730,169,0,0,0
3732,167,0,0,0
3734,167,0,0,0
3736,167,0,0,0
3738,167,0,0,0
3740,167,0,0,0
3742,167,0,0,0
3744,167,0,0,0
3746,167,0,0,0
3748,166,0,0,0
3750,167,0,0,0
3752,169,0,0,0
3754,169,0,0,0
3756,169,0,0,0
3758,169,0,0,0
3760,169,0,0,0
3762,169,0,0,0
3764,170,0,0,0
3766,170,0,0,0
3768,170,0,0,0
3770,169,0,0,0
3772,169,0,0,0
3774,169,0,0,0
3776,167,0,0,0
3778,167,0,0,0
3780,169,0,0,0
3782,167,0,0,0
3784,167,0,0,0
3786,167,0,0,0
3788,166,0,0,0
3790,166,0,0,0
3792,166,0,0,0
3794,166,0,0,0
3796,166,0,0,0
3798,166,0,0,0
3800,167,0,0,0
3802,167,0,0,0
3804,167,0,0,0
3806,167,0,0,0
3808,167,0,0,0
3810,167,0,0,0
3812,167,0,0,0
3814,167,0,0,0
3816,168,0,0,0
3818,169,0,0,0
3820,169,0,0,0
3822,169,0,0,0
3824,169,0,0,0
3826,167,0,0,0
3828,167,0,0,0
3830,167,0,0,0
3832,167,0,0,0
3834,167,0,0,0
3836,167,0,0,0
3838,167,0,0,0
3840,167,0,0,0
3842,167,0,0,0
3844,167,0,0,0
3846,167,0,0,0
3848,167,0,0,0
3850,167,0,0,0
3852,167,0,0,0
3854,167,0,0,0
3856,166,0,0,0
3858,166,0,0,0
3860,166,0,0,0
3862,166,0,0,0
3864,166,0,0,0
3866,166,0,0,0
3868,166,0,0,0
3870,166,0,0,0
3872,165,0,0,0
3874,169,0,0,0
3876,169,0,0,0
3878,169,0,0,0
3880,166,0,0,0
3882,166,0,0,0
3884,166,0,0,0
3886,166,0,0,0
3888,166,0,0,0
3890,166,0,0,0
3892,166,0,0,0
3894,167,0,0,0
3896,167,0,0,0
3898,167,0,0,0
3900,167,0,0,0
3902,167,0,0,0
3904,167,0,0,0
3906,167,0,0,0
3908,167,0,0,0
3910,167,0,0,0
3912,167,0,0,0
3914,167,0,0,0
3916,167,0,0,0
3918,167,0,0,0
3920,166,0,0,0
3922,166,0,0,0
3924,166,0,0,0
3926,166,0,0,0
3928,166,0,0,0
3930,166,0,0,0
3932,165,0,0,0
3934,165,0,0,0
3936,165,0,0,0
3938,165,0,0,0
3940,165,0,0,0
3942,166,0,0,0
3944,166,0,0,0
3946,167,0,0,0
3948,167,0,0,0
3950,167,0,0,0
3952,167,0,0,0
3954,169,0,0,0
3956,167,0,0,0
3958,167,0,0,0
3960,167,0,0,0
3962,167,0,0,0
3964,167,0,0,0
3966,166,0,0,0
3968,166,0,0,0
3970,166,0,0,0
3972,166,0,0,0
3974,167,0,0,0
3976,166,0,0,0
3978,166,0,0,0
3980,167,0,0,0
3982,167,0,0,0
3984,167,0,0,0
3986,167,0,0,0
3988,167,0,0,0
3990,167,0,0,0
3992,167,0,0,0
3994,169,0,0,0
3996,169,0,0,0
3998,169,0,0,0
4000,169,0,0,0
4002,169,0,0,0
4004,169,0,0,0
4006,169,0,0,0
4008,169,0,0,0
4010,169,0,0,0
4012,169,0,0,0
4014,169,0,0,0
4016,169,0,0,0
4018,169,0,0,0
4020,169,0,0,0
4022,170,0,0,0
4024,170,0,0,0
4026,170,0,0,0
4028,170,0,0,0
4030,170,0,0,0
4032,169,0,0,0
4034,169,0,0,0
4036,169,0,0,0
4038,169,0,0,0
4040,169,0,0,0
4042,169,0,0,0
4044,169,0,0,0
4046,169,0,0,0
4048,169,0,0,0
4050,170,0,0,0
4052,169,0,0,0
4054,169,0,0,0
4056,169,0,0,0
4058,169,0,0,0
4060,169,0,0,0
4062,170,0,0,0
4064,170,0,0,0
4066,170,0,0,0
4068,170,0,0,0
4070,170,0,0,0
4072,170,0,0,0
4074,169,0,0,0
4076,169,0,0,0
4078,169,0,0,0
4080,169,0,0,0
4082,167,0,0,0
4084,167,0,0,0
4086,167,0,0,0
4088,167,0,0,0
4090,169,0,0,0
4092,169,0,0,0
4094,169,0,0,0
4096,169,0,0,0
4098,167,0,0,0
4100,167,0,0,0
4102,169,0,0,0
4104,169,0,0,0
4106,169,0,0,0
4108,169,0,0,0
4110,169,0,0,0
4112,166,0,0,0
4114,166,0,0,0
4116,166,0,0,0
4118,166,0,0,0
4120,166,0,0,0
4122,167,0,0,0
4124,167,0,0,0
4126,167,0,0,0
4128,169,0,0,0
4130,170,0,0,0
4132,170,0,0,0
4134,170,0,0,0
4136,170,0,0,0
4138,170,0,0,0
4140,170,0,0,0
4142,170,0,0,0
4144,170,0,0,0
4146,170,0,0,0
4148,170,0,0,0
4150,170,0,0,0
4152,170,0,0,0
4154,170,0,0,0
4156,169,0,0,0
4158,169,0,0,0
4160,169,0,0,0
4162,169,0,0,0
4164,169,0,0,0
4166,169,0,0,0
4168,169,0,0,0
4170,167,0,0,0
4172,167,0,0,0
4174,167,0,0,0
4176,167,0,0,0
4178,167,0,0,0
4180,167,0,0,0
4182,167,0,0,0
4184,167,0,0,0
4186,167,0,0,0
4188,166,0,0,0
4190,165,0,0,0
4192,165,0,0,0
4194,167,0,0,0
4196,167,0,0,0
4198,167,0,0,0
4200,167,0,0,0
4202,166,0,0,0
4204,166,0,0,0
4206,166,0,0,0
4208,169,0,0,0
4210,167,0,0,0
4212,166,0,0,0
4214,167,0,0,0
4216,167,0,0,0
4218,166,0,0,0
4220,166,0,0,0
4222,166,0,0,0
4224,166,0,0,0
4226,166,0,0,0
4228,169,0,0,0
4230,169,0,0,0
4232,169,0,0,0
4234,169,0,0,0
4236,169,0,0,0
4238,169,0,0,0
4240,169,0,0,0
4242,169,0,0,0
4244,167,0,0,0
4246,169,0,0,0
4248,169,0,0,0
4250,169,0,0,0
4252,169,0,0,0
4254,167,0,0,0
4256,167,0,0,0
4258,167,0,0,0
4260,167,0,0,0
4262,167,0,0,0
4264,165,0,0,0
4266,165,0,0,0
4268,166,0,0,0
4270,167,0,0,0
4272,167,0,0,0
4274,167,0,0,0
4276,167,0,0,0
4278,167,0,0,0
4280,169,0,0,0
4282,169,0,0,0
4284,169,0,0,0
4286,169,0,0,0
4288,167,0,0,0
4290,167,0,0,0
4292,167,0,0,0
4294,167,0,0,0
4296,167,0,0,0
4298,167,0,0,0
4300,167,0,0,0
4302,167,0,0,0
4304,167,0,0,0
4306,167,0,0,0
4308,167,0,0,0
4310,165,0,0,0
4312,165,0,0,0
4314,166,0,0,0
4316,167,0,0,0
4318,167,0,0,0
4320,167,0,0,0
4322,165,0,0,0
4324,166,0,0,0
4326,166,0,0,0
4328,166,0,0,0
4330,166,0,0,0
4332,166,0,0,0
4334,165,0,0,0
4336,166,0,0,0
4338,166,0,0,0
4340,166,0,0,0
4342,166,0,0,0
4344,166,0,0,0
4346,169,0,0,0
4348,168,0,0,0
4350,167,0,0,0
4352,167,0,0,0
4354,167,0,0,0
4356,167,0,0,0
4358,169,0,0,0
4360,170,0,0,0
4362,170,0,0,0
4364,170,0,0,0
4366,169,0,0,0
4368,169,0,0,0
4370,169,0,0,0
4372,169,0,0,0
4374,167,0,0,0
4376,166,0,0,0
4378,166,0,0,0
4380,166,0,0,0
4382,166,0,0,0
4384,166,0,0,0
4386,169,0,0,0
4388,169,0,0,0
4390,169,0,0,0
4392,169,0,0,0
4394,169,0,0,0
4396,170,0,0,0
4398,170,0,0,0
4400,170,0,0,0
4402,170,0,0,0
4404,170,0,0,0
4406,170,0,0,0
4408,170,0,0,0
4410,170,0,0,0
4412,170,0,0,0
4414,170,0,0,0
4416,170,0,0,0
4418,170,0,0,0
4420,170,0,0,0
4422,170,0,0,0
4424,170,0,0,0
4426,170,0,0,0
4428,170,0,0,0
4430,170,0,0,0
4432,172,0,0,0
4434,172,0,0,0
4436,172,0,0,0
4438,173,0,0,0
4440,173,0,0,0
4442,173,0,0,0
4444,173,0,0,0
4446,173,0,0,0
4448,173,0,0,0
4450,173,0,0,0
4452,173,0,0,0
4454,173,0,0,0
4456,173,0,0,0
4458,172,0,0,0
4460,172,0,0,0
4462,172,0,0,0
4464,172,0,0,0
4466,172,0,0,0
4468,173,0,0,0
4470,173,0,0,0
4472,173,0,0,0
4474,173,0,0,0
4476,172,0,0,0
4478,170,0,0,0
4480,172,0,0,0
4482,172,0,0,0
4484,172,0,0,0
4486,169,0,0,0
4488,169,0,0,0
4490,169,0,0,0
4492,169,0,0,0
4494,169,0,0,0
4496,170,0,0,0
4498,170,0,0,0
4500,170,0,0,0
4502,172,0,0,0
4504,170,0,0,0
4506,170,0,0,0
4508,170,0,0,0
4510,170,0,0,0
4512,170,0,0,0
4514,170,0,0,0
4516,170,0,0,0
4518,170,0,0,0
4520,169,0,0,0
4522,169,0,0,0
4524,169,0,0,0
4526,169,0,0,0
4528,169,0,0,0
4530,169,0,0,0
4532,169,0,0,0
4534,169,0,0,0
4536,169,0,0,0
4538,169,0,0,0
4540,169,0,0,0
4542,169,0,0,0
4544,169,0,0,0
4546,169,0,0,0
4548,169,0,0,0
4550,170,0,0,0
4552,170,0,0,0
4554,170,0,0,0
4556,170,0,0,0
4558,170,0,0,0
4560,170,0,0,0
4562,170,0,0,0
4564,169,0,0,0
4566,167,0,0,0
4568,167,0,0,0
4570,167,0,0,0
4572,169,0,0,0
4574,167,0,0,0
4576,167,0,0,0
4578,167,0,0,0
4580,167,0,0,0
4582,167,0,0,0
4584,169,0,0,0
4586,169,0,0,0
4588,169,0,0,0
4590,170,0,0,0
4592,170,0,0,0
4594,170,0,0,0
4596,173,0,0,0
4598,173,0,0,0
4600,173,0,0,0
4602,174,0,0,0
4604,174,0,0,0
4606,174,0,0,0
4608,174,0,0,0
4610,174,0,0,0
4612,174,0,0,0
4614,174,0,0,0
4616,174,0,0,0
4618,174,0,0,0
4620,174,0,0,0
4622,174,0,0,0
4624,170,0,0,0
4626,170,0,0,0
4628,170,0,0,0
4630,169,0,0,0
4632,169,0,0,0
4634,169,0,0,0
4636,169,0,0,0
4638,165,0,0,0
4640,164,0,0,0
4642,165,0,0,0
4644,165,0,0,0
4646,165,0,0,0
4648,165,0,0,0
4650,165,0,0,0
4652,165,0,0,0
4654,165,0,0,0
4656,160,0,0,0
4658,161,0,0,0
4660,163,0,0,0
4662,164,0,0,0
4664,164,0,0,0
4666,166,0,0,0
4668,166,0,0,0
4670,166,0,0,0
4672,169,0,0,0
4674,169,0,0,0
4676,169,0,0,0
4678,172,0,0,0
4680,171,0,0,0
4682,170,0,0,0
4684,170,0,0,0
4686,170,0,0,0
4688,170,0,0,0
4690,170,0,0,0
4692,169,0,0,0
4694,169,0,0,0
4696,169,0,0,0
4698,169,0,0,0
4700,172,0,0,0
4702,172,0,0,0
4704,172,0,0,0
4706,172,0,0,0
4708,172,0,0,0
4710,172,0,0,0
4712,172,0,0,0
4714,172,0,0,0
4716,172,0,0,0
4718,174,0,0,0
4720,176,0,0,0
4722,176,0,0,0
4724,176,0,0,0
4726,176,0,0,0
4728,176,0,0,0
4730,176,0,0,0
4732,177,0,0,0
4734,179,0,0,0
4736,179,0,0,0
4738,179,0,0,0
4740,179,0,0,0
4742,179,0,0,0
4744,179,0,0,0
4746,179,0,0,0
4748,179,0,0,0
4750,179,0,0,0
4752,179,0,0,0
4754,179,0,0,0
4756,179,0,0,0
4758,179,0,0,0
4760,179,0,0,0
4762,179,0,0,0
4764,177,0,0,0
4766,179,0,0,0
4768,179,0,0,0
4770,179,0,0,0
4772,177,0,0,0
4774,177,0,0,0
4776,177,0,0,0
4778,177,0,0,0
4780,177,0,0,0
4782,177,0,0,0
4784,177,0,0,0
4786,177,0,0,0
4788,177,0,0,0
4790,177,0,0,0
4792,177,0,0,0
4794,164,0,0,0
4796,163,0,0,0
4798,163,0,0,0
4800,163,0,0,0
4802,163,0,0,0
4804,163,0,0,0
4806,163,0,0,0
4808,163,0,0,0
4810,163,0,0,0
4812,163,0,0,0
4814,163,0,0,0
4816,163,0,0,0
4818,163,0,0,0
4820,163,0,0,0
4822,149,0,0,0
4824,148,0,0,0
4826,148,0,0,0
4828,136,0,0,0
4830,136,0,0,0
4832,137,0,0,0
4834,136,0,0,0
4836,136,0,0,0
4838,133,0,0,0
4840,133,0,0,0
4842,133,0,0,0
4844,131,0,0,0
4846,131,0,0,0
4848,131,0,0,0
4850,131,0,0,0
4852,133,0,0,0
4854,133,0,0,0
4856,133,0,0,0
4858,133,0,0,0
4860,132,0,0,0
4862,132,0,0,0
4864,133,0,0,0
4866,133,0,0,0
4868,133,0,0,0
4870,133,0,0,0
4872,129,0,0,0
4874,130,0,0,0
