[Timex Trainer Data File]
[session data]
version=1.0
Sessiondate=1/1/2005 9:27:26 AM
sportName=Running
sportID=3
distanceunit=mi
avgspeedunit=0
maxspeedunit=0
avgpaceunits=0
maxpaceunits=0
distance=0
duration=3298
description=Sample Workout - Heart Rate Only
sessionType=0
maxHR=111
maxSpeed=0
avgHR=81
avgSpeed=0
fromDataRecorder=True
TimeZone1=2940
TimeZone2=360
TimeZone3=0
TimeZone4=0
TimeZone5=0

[recorded]
duration(s),hr,speed(mph),distance(mi),data_flag
2324,81,0,0,0
2326,82,0,0,0
2328,82,0,0,0
2330,82,0,0,0
2332,82,0,0,0
2334,86,0,0,0
2336,88,0,0,0
2338,88,0,0,0
2340,84,0,0,0
2342,84,0,0,0
2344,84,0,0,0
2346,87,0,0,0
2348,87,0,0,0
2350,90,0,0,0
2352,89,0,0,0
2354,89,0,0,0
2356,86,0,0,0
2358,85,0,0,0
2360,85,0,0,0
2362,87,0,0,0
2364,84,0,0,0
2366,84,0,0,0
2368,84,0,0,0
2370,86,0,0,0
2372,93,0,0,0
2374,95,0,0,0
2376,99,0,0,0
2378,103,0,0,0
2380,105,0,0,0
2382,104,0,0,0
2384,104,0,0,0
2386,98,0,0,0
2388,88,0,0,0
2390,89,0,0,0
2392,89,0,0,0
2394,92,0,0,0
2396,93,0,0,0
2398,95,0,0,0
2400,95,0,0,0
2402,95,0,0,0
2404,97,0,0,0
2406,95,0,0,0
2408,95,0,0,0
2410,96,0,0,0
2412,96,0,0,0
2414,87,0,0,0
2416,87,0,0,0
2418,87,0,0,0
2420,97,0,0,0
2422,95,0,0,0
2424,95,0,0,0
2426,92,0,0,0
2428,92,0,0,0
2430,89,0,0,0
2432,89,0,0,0
2434,89,0,0,0
2436,90,0,0,0
2438,92,0,0,0
2440,92,0,0,0
2442,95,0,0,0
2444,95,0,0,0
2446,92,0,0,0
2448,92,0,0,0
2450,92,0,0,0
2452,78,0,0,0
2454,78,0,0,0
2456,89,0,0,0
2458,82,0,0,0
2460,82,0,0,0
2462,69,0,0,0
2464,67,0,0,0
2466,67,0,0,0
2468,84,0,0,0
2470,87,0,0,0
2472,76,0,0,0
2474,71,0,0,0
2476,71,0,0,0
2478,66,0,0,0
2480,68,0,0,0
2482,68,0,0,0
2484,77,0,0,0
2486,77,0,0,0
2488,77,0,0,0
2490,51,0,0,0
2492,51,0,0,0
2494,59,0,0,0
2496,66,0,0,0
2498,66,0,0,0
2500,83,0,0,0
2502,82,0,0,0
2504,74,0,0,0
2506,71,0,0,0
2508,71,0,0,0
2510,76,0,0,0
2512,74,0,0,0
2514,74,0,0,0
2516,65,0,0,0
2518,62,0,0,0
2520,62,0,0,0
2522,67,0,0,0
2524,69,0,0,0
2526,69,0,0,0
2528,65,0,0,0
2530,65,0,0,0
2532,67,0,0,0
2534,71,0,0,0
2536,71,0,0,0
2538,73,0,0,0
2540,74,0,0,0
2542,74,0,0,0
2544,68,0,0,0
2546,69,0,0,0
2548,69,0,0,0
2550,68,0,0,0
2552,68,0,0,0
2554,65,0,0,0
2556,64,0,0,0
2558,64,0,0,0
2560,64,0,0,0
2562,65,0,0,0
2564,65,0,0,0
2566,68,0,0,0
2568,66,0,0,0
2570,66,0,0,0
2572,65,0,0,0
2574,65,0,0,0
2576,71,0,0,0
2578,67,0,0,0
2580,67,0,0,0
2582,64,0,0,0
2584,64,0,0,0
2586,64,0,0,0
2588,68,0,0,0
2590,68,0,0,0
2592,66,0,0,0
2594,68,0,0,0
2596,68,0,0,0
2598,68,0,0,0
2600,66,0,0,0
2602,66,0,0,0
2604,65,0,0,0
2606,65,0,0,0
2608,65,0,0,0
2610,69,0,0,0
2612,69,0,0,0
2614,66,0,0,0
2616,65,0,0,0
2618,65,0,0,0
2620,72,0,0,0
2622,71,0,0,0
2624,71,0,0,0
2626,68,0,0,0
2628,68,0,0,0
2630,68,0,0,0
2632,66,0,0,0
2634,66,0,0,0
2636,68,0,0,0
2638,69,0,0,0
2640,69,0,0,0
2642,67,0,0,0
2644,67,0,0,0
2646,66,0,0,0
2648,69,0,0,0
2650,69,0,0,0
2652,66,0,0,0
2654,66,0,0,0
2656,66,0,0,0
2658,68,0,0,0
2660,68,0,0,0
2662,68,0,0,0
2664,68,0,0,0
2666,68,0,0,0
2668,67,0,0,0
2670,69,0,0,0
2672,69,0,0,0
2674,70,0,0,0
2676,70,0,0,0
2678,72,0,0,0
2680,72,0,0,0
2682,72,0,0,0
2684,76,0,0,0
2686,78,0,0,0
2688,76,0,0,0
2690,77,0,0,0
2692,77,0,0,0
2694,73,0,0,0
2696,72,0,0,0
2698,72,0,0,0
2700,78,0,0,0
2702,79,0,0,0
2704,79,0,0,0
2706,74,0,0,0
2708,74,0,0,0
2710,74,0,0,0
2712,71,0,0,0
2714,71,0,0,0
2716,66,0,0,0
2718,65,0,0,0
2720,65,0,0,0
2722,70,0,0,0
2724,71,0,0,0
2726,69,0,0,0
2728,69,0,0,0
2730,69,0,0,0
2732,68,0,0,0
2734,68,0,0,0
2736,68,0,0,0
2738,69,0,0,0
2740,69,0,0,0
2742,69,0,0,0
2744,71,0,0,0
2746,71,0,0,0
2748,70,0,0,0
2750,70,0,0,0
2752,71,0,0,0
2754,68,0,0,0
2756,68,0,0,0
2758,71,0,0,0
2760,70,0,0,0
2762,70,0,0,0
2764,68,0,0,0
2766,68,0,0,0
2768,68,0,0,0
2770,68,0,0,0
2772,68,0,0,0
2774,71,0,0,0
2776,70,0,0,0
2778,71,0,0,0
2780,71,0,0,0
2782,71,0,0,0
2784,78,0,0,0
2786,78,0,0,0
2788,78,0,0,0
2790,73,0,0,0
2792,73,0,0,0
2794,73,0,0,0
2796,73,0,0,0
2798,73,0,0,0
2800,73,0,0,0
2802,80,0,0,0
2804,80,0,0,0
2806,74,0,0,0
2808,77,0,0,0
2810,77,0,0,0
2812,75,0,0,0
2814,76,0,0,0
2816,76,0,0,0
2818,78,0,0,0
2820,78,0,0,0
2822,73,0,0,0
2824,72,0,0,0
2826,72,0,0,0
2828,69,0,0,0
2830,70,0,0,0
2832,70,0,0,0
2834,70,0,0,0
2836,71,0,0,0
2838,69,0,0,0
2840,71,0,0,0
2842,71,0,0,0
2844,74,0,0,0
2846,73,0,0,0
2848,73,0,0,0
2850,72,0,0,0
2852,73,0,0,0
2854,73,0,0,0
2856,78,0,0,0
2858,78,0,0,0
2860,74,0,0,0
2862,72,0,0,0
2864,72,0,0,0
2866,78,0,0,0
2868,78,0,0,0
2870,78,0,0,0
2872,71,0,0,0
2874,71,0,0,0
2876,78,0,0,0
2878,84,0,0,0
2880,84,0,0,0
2882,90,0,0,0
2884,89,0,0,0
2886,89,0,0,0
2888,97,0,0,0
2890,99,0,0,0
2892,99,0,0,0
2894,111,0,0,0
2896,111,0,0,0
2898,104,0,0,0
2900,94,0,0,0
2902,94,0,0,0
2904,93,0,0,0
2906,96,0,0,0
2908,96,0,0,0
2910,106,0,0,0
2912,106,0,0,0
2914,108,0,0,0
2916,104,0,0,0
2918,104,0,0,0
2920,87,0,0,0
2922,88,0,0,0
2924,98,0,0,0
2926,103,0,0,0
2928,103,0,0,0
2930,95,0,0,0
2932,92,0,0,0
2934,92,0,0,0
2936,97,0,0,0
2938,96,0,0,0
2940,96,0,0,0
2942,92,0,0,0
2944,92,0,0,0
2946,97,0,0,0
2948,98,0,0,0
2950,98,0,0,0
2952,101,0,0,0
2954,101,0,0,0
2956,101,0,0,0
2958,101,0,0,0
2960,101,0,0,0
2962,102,0,0,0
2964,102,0,0,0
2966,102,0,0,0
2968,97,0,0,0
2970,97,0,0,0
2972,97,0,0,0
2974,102,0,0,0
2976,102,0,0,0
2978,94,0,0,0
2980,93,0,0,0
2982,93,0,0,0
2984,98,0,0,0
2986,98,0,0,0
2988,98,0,0,0
2990,95,0,0,0
2992,95,0,0,0
2994,98,0,0,0
2996,99,0,0,0
2998,99,0,0,0
3000,96,0,0,0
3002,96,0,0,0
3004,96,0,0,0
3006,95,0,0,0
3008,95,0,0,0
3010,104,0,0,0
3012,104,0,0,0
3014,104,0,0,0
3016,104,0,0,0
3018,104,0,0,0
3020,101,0,0,0
3022,97,0,0,0
3024,97,0,0,0
3026,82,0,0,0
3028,81,0,0,0
3030,81,0,0,0
3032,92,0,0,0
3034,92,0,0,0
3036,84,0,0,0
3038,86,0,0,0
3040,86,0,0,0
3042,87,0,0,0
3044,88,0,0,0
3046,88,0,0,0
3048,88,0,0,0
3050,88,0,0,0
3052,89,0,0,0
3054,89,0,0,0
3056,89,0,0,0
3058,90,0,0,0
3060,93,0,0,0
3062,93,0,0,0
3064,96,0,0,0
3066,96,0,0,0
3068,96,0,0,0
3070,92,0,0,0
3072,92,0,0,0
3074,92,0,0,0
3076,94,0,0,0
3078,94,0,0,0
3080,99,0,0,0
3082,99,0,0,0
3084,99,0,0,0
3086,100,0,0,0
3088,100,0,0,0
3090,102,0,0,0
3092,99,0,0,0
3094,99,0,0,0
3096,92,0,0,0
3098,92,0,0,0
3100,92,0,0,0
3102,87,0,0,0
3104,87,0,0,0
3106,96,0,0,0
3108,98,0,0,0
3110,98,0,0,0
3112,92,0,0,0
3114,91,0,0,0
3116,91,0,0,0
3118,81,0,0,0
3120,81,0,0,0
3122,84,0,0,0
3124,87,0,0,0
3126,87,0,0,0
3128,84,0,0,0
3130,85,0,0,0
3132,85,0,0,0
3134,87,0,0,0
3136,87,0,0,0
3138,87,0,0,0
3140,88,0,0,0
3142,88,0,0,0
3144,86,0,0,0
3146,89,0,0,0
3148,89,0,0,0
3150,85,0,0,0
3152,78,0,0,0
3154,78,0,0,0
3156,76,0,0,0
3158,76,0,0,0
3160,76,0,0,0
3162,78,0,0,0
3164,78,0,0,0
3166,82,0,0,0
3168,84,0,0,0
3170,84,0,0,0
3172,85,0,0,0
3174,82,0,0,0
3176,76,0,0,0
3178,78,0,0,0
3180,78,0,0,0
3182,78,0,0,0
3184,74,0,0,0
3186,74,0,0,0
3188,81,0,0,0
3190,84,0,0,0
3192,84,0,0,0
3194,82,0,0,0
3196,79,0,0,0
3198,82,0,0,0
3200,82,0,0,0
3202,82,0,0,0
3204,80,0,0,0
3206,79,0,0,0
3208,78,0,0,0
3210,77,0,0,0
3212,78,0,0,0
3214,79,0,0,0
3216,80,0,0,0
3218,80,0,0,0
3220,89,0,0,0
3222,87,0,0,0
3224,87,0,0,0
3226,86,0,0,0
3228,87,0,0,0
3230,85,0,0,0
3232,85,0,0,0
3234,85,0,0,0
3236,92,0,0,0
3238,97,0,0,0
3240,97,0,0,0
3242,93,0,0,0
3244,92,0,0,0
3246,92,0,0,0
3248,92,0,0,0
3250,91,0,0,0
3252,95,0,0,0
3254,93,0,0,0
3256,91,0,0,0
3258,92,0,0,0
3260,96,0,0,0
3262,95,0,0,0
3264,95,0,0,0
3266,95,0,0,0
3268,95,0,0,0
3270,95,0,0,0
3272,95,0,0,0
3274,95,0,0,0
3276,95,0,0,0
3278,95,0,0,0
3280,95,0,0,0
3282,95,0,0,0
3284,95,0,0,0
3286,95,0,0,0
3288,95,0,0,0
3290,95,0,0,0
3292,95,0,0,0
3294,95,0,0,0
3296,95,0,0,0
3298,95,0,0,0
